time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-02T04:33:48.671Z,39.3677,-115.3806,0,1.8,ml,7,323.33,1.978,0.1751,nn,nn00688996,2019-07-02T19:00:24.485Z,"44km WNW of Ely, Nevada",earthquake,,0,0.15,5,reviewed,nn,nn
2019-07-02T04:33:36.455Z,63.4334,-150.3635,5.8,0.9,ml,,,,0.58,ak,ak0198epxdy8,2019-07-26T20:33:56.413Z,"70km W of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-02T04:32:04.614Z,60.2834,-152.4502,95.8,2,ml,,,,0.34,ak,ak0198epx3za,2019-07-26T20:33:54.759Z,"27km SE of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-02T04:31:24.110Z,62.723,-151.1139,88,1.1,ml,,,,0.52,ak,ak0198epwxvn,2019-07-26T20:33:55.647Z,"68km NW of Talkeetna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-07-02T04:24:55.128Z,-31.3041,-177.4723,10,4.8,mb,,105,2.09,0.61,us,us700048ib,2019-09-26T14:30:01.040Z,"136km E of L'Esperance Rock, New Zealand",earthquake,11.9,1.8,0.07,64,reviewed,us,us
2019-07-02T04:20:29.790Z,40.3016667,-124.4861667,16.7,1.69,md,8,289,0.1106,0.1,nc,nc73204641,2019-07-03T00:31:03.068Z,"17km W of Petrolia, CA",earthquake,1.7,0.86,0.092,6,reviewed,nc,nc
2019-07-02T04:18:31.250Z,36.8611,-117.5695,0,0.3,ml,8,215.08,0.211,0.1727,nn,nn00688991,2019-07-02T18:32:35.877Z,"52km ENE of Lone Pine, California",earthquake,,0,0.34,6,reviewed,nn,nn
2019-07-02T04:13:35.659Z,36.845,-97.708,7.62,1.39,ml,18,79,0.1214761622,0.22,ok,ok2019muvy,2019-07-03T15:21:34.197Z,"4km NNE of Medford, Oklahoma",earthquake,,1.1,0.24,4,reviewed,ok,ok
2019-07-02T04:09:35.534Z,53.4068,-167.3747,12.8,1.8,ml,,,,0.3,ak,ak0198eps8yb,2019-07-26T20:33:53.920Z,"75km SW of Unalaska, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-02T04:09:09.408Z,59.9244,-139.7284,0,1.4,ml,,,,1.21,ak,ak0198eps75j,2019-07-26T20:33:53.108Z,"42km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-02T04:07:17.347Z,-31.2433,-175.8615,10,5.4,mww,,201,2.677,0.97,us,us700048hx,2019-09-26T14:30:01.040Z,"289km E of L'Esperance Rock, New Zealand",earthquake,11,1.9,0.06,27,reviewed,us,us
2019-07-02T04:07:07.330Z,37.6348333,-122.0338333,3.86,1.17,md,23,66,0.02081,0.08,nc,nc73204636,2019-07-03T01:52:03.006Z,"4km ESE of Hayward, CA",earthquake,0.2,0.31,0.069,17,reviewed,nc,nc
2019-07-02T04:05:45.440Z,18.2265,-66.1141,41,1.12,md,9,89,0.088,0.28,pr,pr2019183000,2019-07-02T09:00:27.267Z,"1km ENE of Sumidero, Puerto Rico",earthquake,1.26,1.6,0.09,5,reviewed,pr,pr
2019-07-02T04:05:32.430Z,19.4773333,-155.442,1.58,0.97,md,13,87,0.05397,0.08,hv,hv71019416,2019-07-03T01:03:03.900Z,"22km WNW of Volcano, Hawaii",earthquake,0.3,1.68,0.03,6,reviewed,hv,hv
2019-07-02T04:02:27.341Z,64.7088,-147.9799,21,0.2,ml,,,,0.28,ak,ak0198epqqcb,2019-07-26T20:33:52.384Z,"15km S of Ester, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-02T03:56:32.580Z,37.5523333,-118.9888333,11.55,0.63,md,10,148,0.06545,0.03,nc,nc71110534,2019-07-02T18:39:04.078Z,"9km S of Mammoth Lakes, CA",earthquake,1.05,1.08,0.184,9,reviewed,nc,nc
2019-07-02T03:55:44.590Z,37.5433333,-118.9866667,11,0.68,md,13,154,0.0742,0.08,nc,nc73204631,2019-07-02T18:08:02.907Z,"10km S of Mammoth Lakes, CA",earthquake,0.53,0.73,0.182,12,reviewed,nc,nc
2019-07-02T03:53:33.982Z,62.0743,-148.1575,12.8,1,ml,,,,0.55,ak,ak0198epg8x1,2019-07-26T20:33:51.613Z,"47km NE of Sutton-Alpine, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-02T03:46:22.488Z,59.9596,-139.7299,0,1.3,ml,,,,1.18,ak,ak0198epepuw,2019-07-02T16:10:45.379Z,"45km N of Yakutat, Alaska",ice quake,,0.4,,,automatic,ak,ak
2019-07-02T03:44:54.807Z,60.5034,-143.1641,6.2,0.7,ml,,,,0.41,ak,ak0198epecpa,2019-07-26T20:33:50.832Z,"63km NW of Cape Yakataga, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-02T03:24:59.030Z,45.5563333,-111.8708333,5.88,0.69,ml,5,125,0.174,0.07,mb,mb80350494,2019-07-02T14:09:39.010Z,"29km NNE of Virginia City, Montana",earthquake,0.68,7.08,0.059,2,reviewed,mb,mb
2019-07-02T03:24:03.380Z,33.4978333,-116.4918333,13.29,0.69,ml,20,123,0.06085,0.1,ci,ci38439991,2019-07-02T21:26:44.979Z,"18km ESE of Anza, CA",earthquake,0.27,0.38,0.078,9,reviewed,ci,ci
2019-07-02T03:21:19.070Z,38.8414993,-122.8291702,1.94,0.57,md,12,110,0.005725,0.01,nc,nc73204616,2019-07-02T03:30:04.733Z,"9km WNW of Cobb, CA",earthquake,0.28,0.9,,1,automatic,nc,nc
2019-07-02T03:21:09.320Z,38.8408318,-122.829834,1.98,0.57,md,8,111,0.00495,0.01,nc,nc73204611,2019-07-02T04:09:04.966Z,"10km WNW of Cobb, CA",earthquake,0.37,0.96,,1,automatic,nc,nc
2019-07-02T03:20:18.330Z,34.0315,-117.5058333,3.1,0.92,ml,23,89,0.04223,0.16,ci,ci38439983,2019-07-02T21:59:22.929Z,"3km NW of Glen Avon, CA",earthquake,0.22,0.28,0.164,28,reviewed,ci,ci
2019-07-02T03:08:22.419Z,37.2334,-115.2201,3.1,0.3,ml,6,210.61,0.219,0.1431,nn,nn00689053,2019-07-02T22:36:55.956Z,"15km SSW of Alamo, Nevada",earthquake,,30.9,0.36,4,reviewed,nn,nn
2019-07-02T03:05:00.260Z,38.8348351,-122.7836685,1.7,0.97,md,16,62,0.006318,0.03,nc,nc73204601,2019-07-02T03:59:01.909Z,"5km WNW of Cobb, CA",earthquake,0.23,0.36,0.1,4,automatic,nc,nc
2019-07-02T02:49:24.809Z,61.2262,-146.8677,12.7,1.2,ml,,,,0.4,ak,ak0198eotxjm,2019-07-26T20:33:49.959Z,"29km WNW of Valdez, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-02T02:48:02.201Z,56.5599,-156.4851,58.7,2.3,ml,,,,0.35,ak,ak0198eoto4c,2019-07-26T20:35:12.501Z,"97km NNW of Chirikof Island, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2019-07-02T02:46:42.090Z,33.8335,-117.0095,7.65,1.12,ml,41,78,0.04297,0.14,ci,ci38439951,2019-07-02T21:30:25.681Z,"7km NW of San Jacinto, CA",earthquake,0.16,0.84,0.198,22,reviewed,ci,ci
2019-07-02T02:38:41.599Z,61.4437,-149.9578,35.7,1.8,ml,,,,0.52,ak,ak0198eorlwd,2019-07-26T20:33:48.948Z,"8km S of Big Lake, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-02T02:36:40.650Z,19.4716667,-155.4496667,0.22,2.79,ml,58,42,0.05821,0.14,hv,hv71019281,2019-09-26T14:30:01.040Z,"22km WNW of Volcano, Hawaii",earthquake,0.23,0.42,0.15,34,reviewed,hv,hv
2019-07-02T02:31:07.490Z,38.8231659,-122.7811661,0.04,0.88,md,12,81,0.0099,0.02,nc,nc73204586,2019-07-02T02:42:03.125Z,"5km W of Cobb, CA",earthquake,0.22,0.43,0.03,3,automatic,nc,nc
2019-07-02T02:29:27.990Z,37.0726667,-121.4935,9.24,1.09,md,24,56,0.04274,0.06,nc,nc73204581,2019-07-03T01:57:04.043Z,"10km NE of Gilroy, CA",earthquake,0.28,0.71,0.214,18,reviewed,nc,nc
2019-07-02T02:29:23.730Z,36.52583333,-98.989,6.92,1.58,ml,29,137,0.04859046489,0.1,ok,ok2019musm,2019-07-02T13:45:22.115Z,"21km ENE of Mooreland, Oklahoma",earthquake,,0.2,0.18,8,reviewed,ok,ok
2019-07-02T02:29:03.805Z,66.2899,-157.3223,6.3,1.4,ml,,,,0.51,ak,ak0198eopln9,2019-07-26T20:33:48.104Z,"71km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-02T02:29:00.100Z,58.388,-154.5596667,4.16,0.44,ml,8,206,0.1058,0.32,av,av70837749,2019-07-02T23:11:20.990Z,"100km NNW of Larsen Bay, Alaska",earthquake,1.3,2.46,0.197,8,reviewed,av,av
2019-07-02T02:28:17.230Z,38.807,-122.8221667,3.12,0.27,md,18,88,0.005787,0.04,nc,nc73204576,2019-07-02T19:19:02.288Z,"7km WNW of The Geysers, CA",earthquake,0.26,0.73,,1,reviewed,nc,nc
2019-07-02T02:19:04.940Z,38.814167,-122.8256683,1.64,0.82,md,14,65,,0.05,nc,nc73204566,2019-07-02T02:30:02.891Z,"7km NW of The Geysers, CA",earthquake,0.27,0.45,0.05,3,automatic,nc,nc
2019-07-02T02:16:02.336Z,53.1432,-166.6732,46.11,2.7,ml,,219,0.663,0.51,us,us60004w57,2019-09-26T14:29:58.040Z,"81km S of Unalaska, Alaska",earthquake,5.5,27.1,0.115,10,reviewed,us,us
2019-07-02T02:14:39.810Z,46.892,-112.5198333,12.87,1.31,ml,13,108,0.113,0.08,mb,mb80350414,2019-07-02T13:59:52.180Z,"14km ESE of Lincoln, Montana",earthquake,0.33,0.59,0.187,2,reviewed,mb,mb
2019-07-02T02:01:39.310Z,35.4286667,-119.1953333,17.77,1.83,ml,38,80,0.1121,0.24,ci,ci38439911,2019-07-02T21:42:15.891Z,"7km NW of Rosedale, CA",earthquake,0.28,0.65,0.177,25,reviewed,ci,ci
2019-07-02T01:56:55.374Z,-23.7842,179.3601,543.21,4.4,mb,,177,12.025,0.69,us,us70004i8r,2019-09-26T14:31:03.040Z,"South of the Fiji Islands",earthquake,15.5,12.8,0.123,19,reviewed,us,us
2019-07-02T01:53:48.760Z,36.017,-117.8101667,1.75,0.56,ml,7,96,0.03445,0.05,ci,ci38439903,2019-07-02T22:11:30.802Z,"12km NE of Little Lake, CA",earthquake,0.15,0.3,0.182,3,reviewed,ci,ci
2019-07-02T01:38:45.943Z,-26.182,-177.3304,31.84,4.6,mb,,102,3.097,0.56,us,us70004i8q,2019-09-26T14:31:03.040Z,"South of the Fiji Islands",earthquake,8,5.2,0.151,13,reviewed,us,us
2019-07-02T01:34:37.988Z,61.7358,-150.4463,55.7,1,ml,,,,0.48,ak,ak0198eo5b92,2019-07-26T20:35:11.791Z,"21km W of Willow, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-02T01:23:34.320Z,38.8378334,-122.8276672,1.11,0.57,md,8,93,0.006153,0.01,nc,nc73204551,2019-07-02T01:46:03.506Z,"9km NW of The Geysers, CA",earthquake,0.35,1.01,,1,automatic,nc,nc
2019-07-02T01:23:26.510Z,47.3046666666667,-122.925333333333,24.14,1.95,ml,20,65,,0.09,uw,uw61532657,2019-07-02T20:05:49.580Z,"11km SW of Allyn, Washington",earthquake,0.25,0.64,0.121457204416394,16,reviewed,uw,uw
2019-07-02T01:19:13.287Z,48.0585,148.1559,393.59,4,mb,,136,5.521,0.4,us,us700048h5,2019-09-26T14:30:01.040Z,"110km SSW of Vostok, Russia",earthquake,14.3,9.7,0.067,60,reviewed,us,us
2019-07-02T01:03:44.100Z,36.0151667,-117.8115,1.08,0.6,ml,12,79,0.03268,0.17,ci,ci38439847,2019-07-02T22:10:29.240Z,"12km NE of Little Lake, CA",earthquake,0.33,0.45,0.291,4,reviewed,ci,ci
2019-07-02T00:59:51.418Z,59.7527,-152.6144,94.5,1.8,ml,,,,0.31,ak,ak0198enp8ei,2019-07-26T20:33:46.376Z,"44km W of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-02T00:57:31.371Z,60.729,-151.5483,69.7,1.7,ml,,,,0.33,ak,ak0198enosl6,2019-07-26T20:33:45.514Z,"14km WNW of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-02T00:53:51.540Z,34.0491667,-117.5111667,4.69,0.91,ml,38,80,0.03558,0.17,ci,ci38439839,2019-07-02T21:45:03.256Z,"5km NNW of Glen Avon, CA",earthquake,0.22,0.36,0.121,17,reviewed,ci,ci
2019-07-02T00:53:51.540Z,34.0508333,-117.5065,5.26,0.87,ml,25,78,0.03545,0.1,ci,ci38439831,2019-07-02T21:54:43.374Z,"5km NNW of Glen Avon, CA",earthquake,0.18,0.22,0.091,15,reviewed,ci,ci
2019-07-02T00:47:36.377Z,-17.971,-178.3402,621.66,4.3,mb,,122,3.442,0.64,us,us700048h3,2019-09-26T14:30:01.040Z,"297km SE of Lambasa, Fiji",earthquake,13.5,10.5,0.102,27,reviewed,us,us
2019-07-02T00:13:50.300Z,29.509,51.4757,10,4.1,mb,,70,6.194,0.7,us,us700048gw,2019-09-26T14:30:01.040Z,"21km SW of Kazerun, Iran",earthquake,6.3,1.9,0.088,35,reviewed,us,us
2019-07-02T00:12:36.640Z,38.8348333,-122.8,2.63,1.49,md,40,38,,0.06,nc,nc73204541,2019-07-03T09:43:03.014Z,"7km WNW of Cobb, CA",earthquake,0.16,0.29,0.186,8,reviewed,nc,nc
2019-07-02T00:09:31.210Z,66.3286,-157.2844,11.6,1.7,ml,,,,0.53,ak,ak0198eneidw,2019-07-26T20:33:44.678Z,"66km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-02T00:09:09.215Z,66.3267,-157.3293,8.4,1.6,ml,,,,0.6,ak,ak0198enegkp,2019-07-26T20:33:43.803Z,"67km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-02T00:08:32.929Z,27.7834,94.8947,10,4.4,mb,,172,3.502,0.98,us,us70004i8m,2019-09-26T14:31:03.040Z,"31km SE of Basar, India",earthquake,9.2,2,0.127,18,reviewed,us,us
2019-07-02T00:07:55.943Z,51.6124,-177.4118,53.1,1.7,ml,,,,0.36,ak,ak0198ene4p6,2019-07-26T20:35:11.007Z,"58km ESE of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-07-02T00:07:39.030Z,33.7993333,-117.8238333,4.99,1.42,ml,39,106,0.02016,0.21,ci,ci38439791,2019-07-02T21:29:44.548Z,"1km ESE of Orange, CA",earthquake,0.36,0.33,0.153,17,reviewed,ci,ci
2019-07-02T00:06:35.331Z,33.6909,137.1946,353.46,4.3,mb,,32,1.28,0.53,us,us700048gr,2019-09-26T14:30:01.040Z,"93km SSE of Toba, Japan",earthquake,8.1,6.7,0.029,351,reviewed,us,us
2019-07-02T00:05:31.950Z,53.0345,-168.2402,38.6,2.6,ml,,209,0.219,0.35,us,us60004w56,2019-09-26T14:29:58.040Z,"43km ENE of Nikolski, Alaska",earthquake,5.9,9.5,0.115,10,reviewed,us,us
2019-07-02T00:05:27.896Z,66.3074,-157.2038,7.3,0.9,ml,,,,0.54,ak,ak0198endn3p,2019-07-26T20:33:42.775Z,"68km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-02T00:05:09.980Z,45.3335,-121.680166666667,4.76,0.99,ml,8,75,,0.2,uw,uw61532607,2019-07-02T22:29:35.290Z,"23km E of Mount Hood Village, Oregon",earthquake,0.65,0.81,0.197414183350811,8,reviewed,uw,uw
2019-07-02T00:03:23.480Z,45.3346666666667,-121.683833333333,5.13,1.25,ml,8,74,,0.19,uw,uw61532602,2019-07-02T20:28:40.210Z,"23km E of Mount Hood Village, Oregon",earthquake,0.87,0.7,0.214403473835874,7,reviewed,uw,uw
2019-07-01T23:54:19.147Z,4.6734,94.4328,34.24,4.4,mb,,166,2.565,0.49,us,us700048gp,2019-09-14T16:08:29.040Z,"138km SW of Banda Aceh, Indonesia",earthquake,7.8,7.1,0.114,22,reviewed,us,us
2019-07-01T23:45:56.440Z,18.1661,-66.8785,15,2.04,md,18,69,0.191,0.21,pr,pr2019182013,2019-07-02T00:53:53.432Z,"8km W of Adjuntas, Puerto Rico",earthquake,0.41,0.7,0.34,16,reviewed,pr,pr
2019-07-01T23:44:57.749Z,37.5164,-117.632,1.5,0.5,ml,6,234.28,0.284,0.1876,nn,nn00688990,2019-07-03T22:27:51.925Z,"40km WSW of Goldfield, Nevada",earthquake,,4.6,0.23,6,reviewed,nn,nn
2019-07-01T23:40:17.630Z,33.5993333,-116.8053333,4.81,0.61,ml,16,82,0.03487,0.11,ci,ci38439751,2019-07-02T21:24:43.221Z,"13km WNW of Anza, CA",earthquake,0.33,0.51,0.15,10,reviewed,ci,ci
2019-07-01T23:39:19.890Z,18.8215,-65.8393,8,2.79,md,13,298,0.5677,0.43,pr,pr2019182014,2019-07-02T03:18:34.171Z,"43km N of Vieques, Puerto Rico",earthquake,1.63,1.64,0.32,13,reviewed,pr,pr
2019-07-01T23:36:38.271Z,-20.6097,-173.4869,10,4.9,mb,,114,3.681,1.37,us,us700048gv,2019-09-14T16:08:29.040Z,"127km SE of Pangai, Tonga",earthquake,8.8,1.9,0.097,33,reviewed,us,us
2019-07-01T23:23:20.120Z,36.0033333,-120.563,3.29,0.41,md,11,100,0.02224,0.05,nc,nc73204531,2019-07-02T01:48:47.809Z,"17km NW of Parkfield, CA",earthquake,0.4,0.95,0.165,5,reviewed,nc,nc
2019-07-01T23:22:51.340Z,35.044,-117.6633333,0.29,1.69,ml,23,60,0.1127,0.11,ci,ci38439743,2019-07-03T21:20:39.301Z,"5km NNW of Boron, CA",quarry blast,0.28,31.61,0.133,31,reviewed,ci,ci
2019-07-01T23:10:54.130Z,42.7253333,-111.3343333,8.28,1.43,ml,9,114,0.1769,0.16,uu,uu60329002,2019-07-02T16:42:11.150Z,"23km ENE of Soda Springs, Idaho",earthquake,0.56,1.55,0.297,2,reviewed,uu,uu
2019-07-01T23:10:34.623Z,61.2173,-146.8836,20,3.7,ml,,,,0.65,ak,ak0198ddkciq,2019-09-14T16:08:29.040Z,"30km WNW of Valdez, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-01T23:05:40.610Z,48.417,-123.587833333333,4.69,1.04,ml,8,193,,0.69,uw,uw61532592,2019-07-04T14:32:28.870Z,"7km WSW of Langford, Canada",earthquake,2.99,31.61,0.235488979735041,3,reviewed,uw,uw
2019-07-01T23:03:09.613Z,64.9508,-147.3589,0,1,ml,,,,0.34,ak,ak0198ddisnq,2019-07-22T00:32:33.862Z,"18km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2019-07-01T23:01:08.702Z,64.7989,-152.3539,13.7,1.3,ml,,,,0.42,ak,ak0198ddid5z,2019-07-22T00:32:32.999Z,"43km SSW of Tanana, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-01T23:00:58.847Z,27.7012,139.9703,495.28,4,mb,,75,2.058,0.29,us,us70004hwr,2019-09-14T16:08:39.040Z,"232km WNW of Chichi-shima, Japan",earthquake,14,11.3,0.149,12,reviewed,us,us
2019-07-01T22:59:41.814Z,36.5535,-116.619,9.9,0.7,ml,19,80.13,0.058,0.1583,nn,nn00688987,2019-07-03T22:09:19.431Z,"41km SSE of Beatty, Nevada",earthquake,,1.8,0.41,10,reviewed,nn,nn
2019-07-01T22:58:08.720Z,2.255,96.1307,21.39,4.8,mb,,166,1.725,0.72,us,us700048g4,2019-09-14T16:08:29.040Z,"37km SW of Sinabang, Indonesia",earthquake,7.3,6.1,0.07,64,reviewed,us,us
2019-07-01T22:56:40.670Z,37.5458333,-118.9815,10.08,0.68,md,13,155,0.07322,0.04,nc,nc73204526,2019-07-02T03:27:06.222Z,"10km S of Mammoth Lakes, CA",earthquake,0.74,0.94,0.285,11,reviewed,nc,nc
2019-07-01T22:55:48.894Z,66.3102,-157.3263,8.7,0.8,ml,,,,0.68,ak,ak0198dd8lad,2019-07-22T00:32:32.292Z,"69km SSW of Kobuk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-01T22:55:33.110Z,61.3171667,-152.4935,2.86,0.22,ml,5,203,0.05407,0.06,av,av70837744,2019-07-02T22:21:59.920Z,"93km N of Redoubt Volcano, Alaska",earthquake,1.3,1.6,0.245,5,reviewed,av,av
2019-07-01T22:53:26.955Z,61.3095,-152.4594,3.8,1.5,ml,,,,0.63,ak,ak0198dd848k,2019-07-22T00:32:31.443Z,"93km NW of Nikiski, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-07-01T22:50:40.590Z,35.4628333,-115.5411667,-1.26,2.33,ml,14,72,0.0236,0.13,ci,ci37218668,2019-07-03T22:03:09.270Z,"22km SW of Primm, NV",quarry blast,0.23,31.61,0.15,52,reviewed,ci,ci
2019-07-01T22:50:24.350Z,34.2991667,-116.8278333,7.33,0.98,ml,18,93,0.04873,0.12,ci,ci38439703,2019-07-02T21:59:50.138Z,"4km NNE of Big Bear City, CA",earthquake,0.31,0.68,0.14,9,reviewed,ci,ci
2019-07-01T22:47:58.179Z,66.3059,-157.396,3.1,1.2,ml,,,,0.68,ak,ak0198dd6wag,2019-07-22T00:32:30.641Z,"70km SSW of Kobuk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-01T22:44:13.730Z,35.83133333,-98.2405,6.6,1.86,ml,24,95,0.1997608001,0.18,ok,ok2019mulb,2019-07-02T13:52:05.483Z,"15km E of Watonga, Oklahoma",earthquake,,1.3,0.31,6,reviewed,ok,ok
2019-07-01T22:38:29.580Z,39.0546667,-123.3441667,5.11,0.66,md,6,98,0.1242,0.04,nc,nc73204516,2019-07-02T01:47:17.755Z,"5km NNE of Boonville, CA",earthquake,0.36,2.65,0.034,4,reviewed,nc,nc
2019-07-01T22:34:42.150Z,38.8076667,-122.824,3.39,0.54,md,27,50,0.00422,0.06,nc,nc73204511,2019-07-03T15:57:04.527Z,"7km WNW of The Geysers, CA",earthquake,0.23,0.41,0.157,3,reviewed,nc,nc
2019-07-01T22:30:36.010Z,38.8033333,-122.8166656,2.6,0.88,md,9,134,0.01123,0.05,nc,nc73204506,2019-07-01T22:55:03.526Z,"6km WNW of The Geysers, CA",earthquake,1.33,0.76,,1,automatic,nc,nc
2019-07-01T22:26:56.350Z,38.8336678,-122.8115005,1.97,0.96,md,18,58,,0.03,nc,nc73204501,2019-07-01T22:44:03.465Z,"8km W of Cobb, CA",earthquake,0.24,0.5,0.12,4,automatic,nc,nc
2019-07-01T22:19:47.868Z,66.3065,-157.3281,9.2,1.4,ml,,,,0.62,ak,ak0198dd0vk8,2019-07-22T00:32:29.809Z,"69km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T22:17:01.109Z,66.2977,-157.3083,3,2.7,ml,,,,0.61,ak,ak0198dd0cfj,2019-09-14T16:08:28.040Z,"70km SSW of Kobuk, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T22:16:40.210Z,36.52716667,-98.9875,7.01,2.14,ml,40,132,0.04859046489,0.13,ok,ok2019mukd,2019-07-02T13:57:42.247Z,"21km ENE of Mooreland, Oklahoma",earthquake,,0.2,0.19,15,reviewed,ok,ok
2019-07-01T22:16:22.130Z,59.9246,-139.9176,0,1.5,ml,,,,0.38,ak,ak0198dd072f,2019-07-22T00:32:28.970Z,"43km NNW of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-01T22:10:29.946Z,63.3892,-150.3673,3.6,0.7,ml,,,,0.31,ak,ak0198dcywnx,2019-07-22T00:32:27.295Z,"70km W of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-01T22:09:21.210Z,37.4255,-122.4446667,5.74,1.17,md,14,213,0.07549,0.07,nc,nc73204496,2019-07-02T06:37:02.812Z,"4km SSW of Half Moon Bay, CA",earthquake,0.55,0.91,0.213,13,reviewed,nc,nc
2019-07-01T22:07:10.927Z,39.6056,-120.0305,7.8,0.9,ml,12,85.43,0.054,0.1392,nn,nn00688969,2019-07-01T23:05:02.492Z,"9km SSW of Cold Springs, Nevada",earthquake,,1.4,0.5,4,reviewed,nn,nn
2019-07-01T22:04:57.170Z,19.0668335,-155.4568329,38.11,2.39,ml,26,193,0.08825,0.21,hv,hv71018976,2019-07-01T22:10:35.060Z,"15km S of Pahala, Hawaii",earthquake,0.97,1.12,5.03,5,automatic,hv,hv
2019-07-01T22:04:18.300Z,38.7986679,-122.73983,2.04,0.72,md,8,113,0.0156,0.03,nc,nc73204491,2019-07-01T22:34:02.405Z,"3km NNE of The Geysers, CA",earthquake,0.45,0.85,0.15,2,automatic,nc,nc
2019-07-01T22:04:05.205Z,51.319,-175.373,35,2.3,ml,,208,0.751,0.7,us,us70004q9v,2019-09-14T16:08:41.040Z,"108km SE of Adak, Alaska",earthquake,5.9,2,,,reviewed,us,ak
2019-07-01T22:00:05.322Z,63.0468,-151.5982,7.1,1.4,ml,,,,0.51,ak,ak0198dcwpkj,2019-07-22T00:32:25.763Z,"110km NW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T21:58:39.110Z,38.795,-122.7636667,0.33,1.52,md,30,61,,0.04,nc,nc73204486,2019-07-03T01:17:03.822Z,"2km NNW of The Geysers, CA",earthquake,0.15,0.3,0.102,5,reviewed,nc,nc
2019-07-01T21:55:02.695Z,66.3041,-157.2087,8.9,1.7,ml,,,,0.53,ak,ak0198dcn25b,2019-07-22T00:32:24.951Z,"68km SSW of Kobuk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-07-01T21:47:30.520Z,19.0888329,-155.4506683,40.77,2.51,md,25,186,0.06711,0.11,hv,hv71018961,2019-09-14T16:08:28.040Z,"13km SSE of Pahala, Hawaii",earthquake,0.89,1.5,0.22,9,automatic,hv,hv
2019-07-01T21:40:01.835Z,64.7335,-149.1992,20.4,0.8,ml,,,,0.55,ak,ak0198dcjueo,2019-07-22T00:32:24.152Z,"17km NNW of North Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-07-01T21:33:25.690Z,46.9885,-122.199666666667,-0.9,1.47,ml,7,134,,0.17,uw,uw61532577,2019-07-02T20:32:06.160Z,"10km SE of Graham, Washington",explosion,0.86,31.61,0.322152739641565,4,reviewed,uw,uw
2019-07-01T21:27:26.811Z,38.7869,-117.1843,7.9,1.4,ml,9,119.87,0.047,0.2245,nn,nn00688965,2019-07-01T22:17:57.851Z,"64km E of Gabbs, Nevada",explosion,,5.7,0.35,6,reviewed,nn,nn
2019-07-01T21:21:25.180Z,59.5143,-153.1047,89.4,1.4,ml,,,,0.33,ak,ak0198dcftyi,2019-07-22T00:32:23.420Z,"77km WSW of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-01T21:17:00.670Z,35.4838333,-120.0171667,9.86,2.66,ml,43,51,0.06336,0.24,ci,ci38439583,2019-07-02T21:49:44.757Z,"15km N of Simmler, CA",earthquake,0.31,0.57,0.144,24,reviewed,ci,ci
2019-07-01T21:15:23.900Z,34.068,-117.2191667,11.16,0.9,ml,12,97,0.1075,0.1,ci,ci38439575,2019-07-02T21:34:02.676Z,"4km WNW of Redlands, CA",earthquake,0.24,0.48,0.09,10,reviewed,ci,ci
